5.121261	5.121261	left
5.990826	5.990826	right
8.599522	8.599522	up
9.469087	9.469087	down
12.077783	12.077783	up
19.034304	19.034304	left
19.903870	19.903870	right
22.510801	22.510801	up
23.381456	23.381456	down
22.510801	22.510801	up
23.381456	23.381456	down
26.425609	26.425609	down
29.469087	29.469087	up
30.120591	30.120591	up
30.773435	30.773435	up
32.947348	32.947348	down
34.686478	34.686478	left
36.425609	36.425609	right
39.469087	39.469087	down
43.382130	43.382130	up
46.860391	46.860391	left
50.338652	50.338652	right
53.816913	55.561417	left
57.295174	57.295174	left
58.164739	58.164739	right
60.773435	60.773435	left
61.643000	61.643000	right
64.251696	64.251696	up
66.002004	66.002004	down
71.208217	71.208217	right
72.077783	72.077783	left
74.686478	74.686478	right
75.556043	75.556043	left
78.599522	78.599522	up
81.643868	83.815006	right
85.121261	85.121261	up
86.860391	86.860391	down
88.599522	88.599522	up
91.643000	91.643000	down
94.251696	94.251696	up
95.556043	95.556043	down
97.729957	97.729957	up
99.034304	99.034304	down
102.512565	102.512565	left
104.251696	104.251696	right
105.556043	106.427833	left
106.427833	107.294573	right
109.469087	109.469087	up
